"","HostName","ParName","HostParPair"
"2590","Histriophoca fasciata","Corynosoma villosum","Histriophoca fasciata, Corynosoma villosum"
"2591","Histriophoca fasciata","Diphyllobothrium cordatum","Histriophoca fasciata, Diphyllobothrium cordatum"
"2592","Histriophoca fasciata","Diphyllobothrium lanceolatum","Histriophoca fasciata, Diphyllobothrium lanceolatum"
"2593","Histriophoca fasciata","Orthosplanchnus fraterculus","Histriophoca fasciata, Orthosplanchnus fraterculus"
"2594","Histriophoca fasciata","Pseudoterranova decipiens","Histriophoca fasciata, Pseudoterranova decipiens"
"2595","Hyaena hyaena","Dipylidium caninum","Hyaena hyaena, Dipylidium caninum"
"2596","Hyaena hyaena","Echinococcus granulosus","Hyaena hyaena, Echinococcus granulosus"
"2597","Hyaena hyaena","Haemaphysalis moreli","Hyaena hyaena, Haemaphysalis moreli"
"2598","Hyaena hyaena","Trichinella spiralis","Hyaena hyaena, Trichinella spiralis"
"2599","Hydrurga leptonyx","Antarctophthirus agmorrhini","Hydrurga leptonyx, Antarctophthirus agmorrhini"
"2600","Hydrurga leptonyx","Sarcocystis hydrurgae","Hydrurga leptonyx, Sarcocystis hydrurgae"
"2601","Hylobates lar","Balantidium coli","Hylobates lar, Balantidium coli"
"2602","Hylobates lar","Orthohepadnavirus Hepatitis B virus","Hylobates lar, Orthohepadnavirus Hepatitis B virus"
"2603","Hylobates lar","Plasmodium eylesi","Hylobates lar, Plasmodium eylesi"
"2604","Hylobates lar","Plasmodium jefferyi","Hylobates lar, Plasmodium jefferyi"
"2605","Hylobates lar","Plasmodium youngi","Hylobates lar, Plasmodium youngi"
"2606","Hylobates lar","Sandnema digitatum","Hylobates lar, Sandnema digitatum"
"2607","Hylobates lar","Strongyloides fuelleborni","Hylobates lar, Strongyloides fuelleborni"
"2608","Hylobates moloch","Plasmodium hylobati","Hylobates moloch, Plasmodium hylobati"
"2609","Ictonyx libyca","Isospora africana","Ictonyx libyca, Isospora africana"
"2610","Ictonyx libyca","Isospora hoogstraali","Ictonyx libyca, Isospora hoogstraali"
"2611","Ictonyx libyca","Isospora zorillae","Ictonyx libyca, Isospora zorillae"
"2612","Indri indri","Callistoura blanci","Indri indri, Callistoura blanci"
"2613","Indri indri","Callistoura brygooi","Indri indri, Callistoura brygooi"
"2614","Indri indri","Courduriella courduriera","Indri indri, Courduriella courduriera"
"2615","Indri indri","Enterococcus sp.","Indri indri, Enterococcus sp."
"2616","Indri indri","Escherichia coli","Indri indri, Escherichia coli"
"2617","Indri indri","Pararhabdonema longistriata","Indri indri, Pararhabdonema longistriata"
"2618","Indri indri","Trichophilopterus babakotuphilus","Indri indri, Trichophilopterus babakotuphilus"
"2619","Kobus ellipsiprymnus","Aphthovirus Foot-and-mouth disease virus","Kobus ellipsiprymnus, Aphthovirus Foot-and-mouth disease virus"
"2620","Kobus ellipsiprymnus","Bacillus anthracis","Kobus ellipsiprymnus, Bacillus anthracis"
"2621","Kobus ellipsiprymnus","Cooperia fuelleborni","Kobus ellipsiprymnus, Cooperia fuelleborni"
"2622","Kobus ellipsiprymnus","Cooperia hungi","Kobus ellipsiprymnus, Cooperia hungi"
"2623","Kobus ellipsiprymnus","Cooperia yoshidai","Kobus ellipsiprymnus, Cooperia yoshidai"
"2624","Kobus ellipsiprymnus","Ehrlichia ruminantium","Kobus ellipsiprymnus, Ehrlichia ruminantium"
"2625","Kobus ellipsiprymnus","Ephemerovirus Bovine ephemeral fever virus","Kobus ellipsiprymnus, Ephemerovirus Bovine ephemeral fever virus"
"2626","Kobus ellipsiprymnus","Fasciola gigantica","Kobus ellipsiprymnus, Fasciola gigantica"
"2627","Kobus ellipsiprymnus","Haemonchus bedfordi","Kobus ellipsiprymnus, Haemonchus bedfordi"
"2628","Kobus ellipsiprymnus","Impalaia tuberculata","Kobus ellipsiprymnus, Impalaia tuberculata"
"2629","Kobus ellipsiprymnus","Leptospira interrogans","Kobus ellipsiprymnus, Leptospira interrogans"
"2630","Kobus ellipsiprymnus","Nairovirus Crimean-Congo hemorrhagic fever nairovirus","Kobus ellipsiprymnus, Nairovirus Crimean-Congo hemorrhagic fever nairovirus"
"2631","Kobus ellipsiprymnus","Oesophagostomum columbianum","Kobus ellipsiprymnus, Oesophagostomum columbianum"
"2632","Kobus ellipsiprymnus","Orbivirus Bluetongue virus","Kobus ellipsiprymnus, Orbivirus Bluetongue virus"
"2633","Kobus ellipsiprymnus","Orthobunyavirus Akabane virus","Kobus ellipsiprymnus, Orthobunyavirus Akabane virus"
"2634","Kobus ellipsiprymnus","Pestivirus Bovine viral diarrhea virus 1","Kobus ellipsiprymnus, Pestivirus Bovine viral diarrhea virus 1"
"2635","Kobus ellipsiprymnus","Phlebovirus Rift Valley phlebovirus","Kobus ellipsiprymnus, Phlebovirus Rift Valley phlebovirus"
"2636","Kobus ellipsiprymnus","Pilobolus crystallinus","Kobus ellipsiprymnus, Pilobolus crystallinus"
"2637","Kobus ellipsiprymnus","Simplexvirus Bovine alphaherpesvirus 2","Kobus ellipsiprymnus, Simplexvirus Bovine alphaherpesvirus 2"
"2638","Kobus ellipsiprymnus","Stilesia hepatica","Kobus ellipsiprymnus, Stilesia hepatica"
"2639","Kobus ellipsiprymnus","Trypanosoma brucei","Kobus ellipsiprymnus, Trypanosoma brucei"
"2640","Kobus ellipsiprymnus","Varicellovirus Bovine alphaherpesvirus 1","Kobus ellipsiprymnus, Varicellovirus Bovine alphaherpesvirus 1"
"2641","Kobus kob","Longistrongylus schrenki","Kobus kob, Longistrongylus schrenki"
"2642","Kobus kob","Paramphistomum cervi","Kobus kob, Paramphistomum cervi"
"2643","Kobus kob","Trypanosoma brucei","Kobus kob, Trypanosoma brucei"
"2644","Kobus kob","Trypanosoma congolense","Kobus kob, Trypanosoma congolense"
"2645","Kobus kob","Trypanosoma vivax","Kobus kob, Trypanosoma vivax"
"2646","Kobus leche","Calicophron calicophorum","Kobus leche, Calicophron calicophorum"
"2647","Kobus leche","Dermatophilus congolensis","Kobus leche, Dermatophilus congolensis"
"2648","Kobus leche","Fasciola gigantica","Kobus leche, Fasciola gigantica"
"2649","Kobus leche","Haemonchus contortus","Kobus leche, Haemonchus contortus"
"2650","Kobus leche","Rhodococcus equi","Kobus leche, Rhodococcus equi"
"2651","Lagothrix lagotricha","Dipetalonema gracile","Lagothrix lagotricha, Dipetalonema gracile"
"2652","Lagothrix lagotricha","Plasmodium brasilianum","Lagothrix lagotricha, Plasmodium brasilianum"
"2653","Lagothrix lagotricha","Prosthenorchis elegans","Lagothrix lagotricha, Prosthenorchis elegans"
"2654","Lagothrix lagotricha","Trypanosoma minasense","Lagothrix lagotricha, Trypanosoma minasense"
"2655","Lama glama","Dictyocaulus filaria","Lama glama, Dictyocaulus filaria"
"2656","Lama glama","Eimeria macusaniensis","Lama glama, Eimeria macusaniensis"
"2657","Lama glama","Moniezia expansa","Lama glama, Moniezia expansa"
"2658","Lama glama","Trichuris tenuis","Lama glama, Trichuris tenuis"
"2659","Lemur catta","Acinetobacter lwoffii","Lemur catta, Acinetobacter lwoffii"
"2660","Lemur catta","Escherichia coli","Lemur catta, Escherichia coli"
"2661","Lemur catta","Haemaphysalis lemuris","Lemur catta, Haemaphysalis lemuris"
"2662","Lemur catta","Lemuricola bauchoti","Lemur catta, Lemuricola bauchoti"
"2663","Lemur catta","Liponysella madagascariensis","Lemur catta, Liponysella madagascariensis"
"2664","Lemur catta","Pseudomonas aeruginosa","Lemur catta, Pseudomonas aeruginosa"
"2665","Lemur catta","Trichophilopterus babakotophilus","Lemur catta, Trichophilopterus babakotophilus"
"2666","Leontopithecus chrysomelas","Flavivirus Yellow fever virus","Leontopithecus chrysomelas, Flavivirus Yellow fever virus"
"2667","Leontopithecus chrysomelas","Trypanosoma cruzi","Leontopithecus chrysomelas, Trypanosoma cruzi"
"2668","Leontopithecus chrysopygus","Trypanosoma cruzi","Leontopithecus chrysopygus, Trypanosoma cruzi"
"2669","Leontopithecus rosalia","Microtrombicula brennani","Leontopithecus rosalia, Microtrombicula brennani"
"2670","Leontopithecus rosalia","Rhyncoptes anastosi","Leontopithecus rosalia, Rhyncoptes anastosi"
"2671","Leontopithecus rosalia","Speleocola tamarina","Leontopithecus rosalia, Speleocola tamarina"
"2672","Leontopithecus rosalia","Trypanosoma cruzi","Leontopithecus rosalia, Trypanosoma cruzi"
"2673","Leopardus geoffroyi","Aelurostrongylus abstrusus","Leopardus geoffroyi, Aelurostrongylus abstrusus"
"2674","Leopardus geoffroyi","Ancylostoma tubaeforme","Leopardus geoffroyi, Ancylostoma tubaeforme"
"2675","Leopardus geoffroyi","Capillaria aerophila","Leopardus geoffroyi, Capillaria aerophila"
"2676","Leopardus geoffroyi","Didelphonema longispiculata","Leopardus geoffroyi, Didelphonema longispiculata"
"2677","Leopardus geoffroyi","Protoparvovirus Carnivore protoparvovirus 1","Leopardus geoffroyi, Protoparvovirus Carnivore protoparvovirus 1"
"2678","Leopardus geoffroyi","Pterygodermatites affinis","Leopardus geoffroyi, Pterygodermatites affinis"
"2679","Leopardus geoffroyi","Toxocara cati","Leopardus geoffroyi, Toxocara cati"
"2680","Leopardus geoffroyi","Toxoplasma gondii","Leopardus geoffroyi, Toxoplasma gondii"
"2681","Leopardus geoffroyi","Trichuris campanula","Leopardus geoffroyi, Trichuris campanula"
"2682","Leopardus geoffroyi","Varicellovirus Felid alphaherpesvirus 1","Leopardus geoffroyi, Varicellovirus Felid alphaherpesvirus 1"
"2683","Leopardus geoffroyi","Vesivirus Feline calicivirus","Leopardus geoffroyi, Vesivirus Feline calicivirus"
"2684","Leopardus geoffroyi","Vigisospirura potekhina","Leopardus geoffroyi, Vigisospirura potekhina"
"2685","Leopardus pajeros","Rhipicephalus microplus","Leopardus pajeros, Rhipicephalus microplus"
"2686","Leopardus pardalis","Aelurostrongylus abstrusus","Leopardus pardalis, Aelurostrongylus abstrusus"
"2687","Leopardus pardalis","Alaria marcianae","Leopardus pardalis, Alaria marcianae"
"2688","Leopardus pardalis","Alphacoronavirus Alphacoronavirus 1","Leopardus pardalis, Alphacoronavirus Alphacoronavirus 1"
"2689","Leopardus pardalis","Amblyomma cajennense","Leopardus pardalis, Amblyomma cajennense"
"2690","Leopardus pardalis","Amblyomma ovale","Leopardus pardalis, Amblyomma ovale"
"2691","Leopardus pardalis","Amblyomma parvum","Leopardus pardalis, Amblyomma parvum"
"2692","Leopardus pardalis","Ancylostoma tubaeforme","Leopardus pardalis, Ancylostoma tubaeforme"
"2693","Leopardus pardalis","Bartonella henselae","Leopardus pardalis, Bartonella henselae"
"2694","Leopardus pardalis","Capillaria aerophila","Leopardus pardalis, Capillaria aerophila"
"2695","Leopardus pardalis","Cyathospirura chevreuxi","Leopardus pardalis, Cyathospirura chevreuxi"
"2696","Leopardus pardalis","Dirofilaria immitis","Leopardus pardalis, Dirofilaria immitis"
"2697","Leopardus pardalis","Lentivirus Feline immunodeficiency virus","Leopardus pardalis, Lentivirus Feline immunodeficiency virus"
"2698","Leopardus pardalis","Lentivirus Puma lentivirus","Leopardus pardalis, Lentivirus Puma lentivirus"
"2699","Leopardus pardalis","Mesocestoides lineatus","Leopardus pardalis, Mesocestoides lineatus"
"2700","Leopardus pardalis","Metathelazia californica","Leopardus pardalis, Metathelazia californica"
"2701","Leopardus pardalis","Morbillivirus Canine distemper virus","Leopardus pardalis, Morbillivirus Canine distemper virus"
"2702","Leopardus pardalis","Notoedres cati","Leopardus pardalis, Notoedres cati"
"2703","Leopardus pardalis","Oncicola canis","Leopardus pardalis, Oncicola canis"
"2704","Leopardus pardalis","Physaloptera rara","Leopardus pardalis, Physaloptera rara"
"2705","Leopardus pardalis","Protoparvovirus Carnivore protoparvovirus 1","Leopardus pardalis, Protoparvovirus Carnivore protoparvovirus 1"
"2706","Leopardus pardalis","Spirocerca lupi","Leopardus pardalis, Spirocerca lupi"
"2707","Leopardus pardalis","Taenia rileyi","Leopardus pardalis, Taenia rileyi"
"2708","Leopardus pardalis","Toxascaris leonina","Leopardus pardalis, Toxascaris leonina"
"2709","Leopardus pardalis","Toxocara cati","Leopardus pardalis, Toxocara cati"
"2710","Leopardus pardalis","Toxoplasma gondii","Leopardus pardalis, Toxoplasma gondii"
"2711","Leopardus pardalis","Varicellovirus Felid alphaherpesvirus 1","Leopardus pardalis, Varicellovirus Felid alphaherpesvirus 1"
"2712","Leopardus pardalis","Vesivirus Feline calicivirus","Leopardus pardalis, Vesivirus Feline calicivirus"
"2713","Leopardus pardalis","Vogeloides felis","Leopardus pardalis, Vogeloides felis"
"2714","Leopardus tigrinus","Amblyomma cajennense","Leopardus tigrinus, Amblyomma cajennense"
"2715","Leopardus tigrinus","Bartonella henselae","Leopardus tigrinus, Bartonella henselae"
"2716","Leopardus tigrinus","Dermacentor nitens","Leopardus tigrinus, Dermacentor nitens"
"2717","Leopardus tigrinus","Protoparvovirus Carnivore protoparvovirus 1","Leopardus tigrinus, Protoparvovirus Carnivore protoparvovirus 1"
"2718","Leopardus tigrinus","Rhipicephalus microplus","Leopardus tigrinus, Rhipicephalus microplus"
"2719","Leopardus tigrinus","Vesivirus Feline calicivirus","Leopardus tigrinus, Vesivirus Feline calicivirus"
"2720","Leopardus wiedii","Amblyomma ovale","Leopardus wiedii, Amblyomma ovale"
"2721","Leopardus wiedii","Rhipicephalus sanguineus","Leopardus wiedii, Rhipicephalus sanguineus"
"2722","Lepilemur microdon","Pararhabdonema longistriata","Lepilemur microdon, Pararhabdonema longistriata"
"2723","Lepilemur mustelinus","Enterococcus sp.","Lepilemur mustelinus, Enterococcus sp."
"2724","Lepilemur mustelinus","Makialges lepilemuri","Lepilemur mustelinus, Makialges lepilemuri"
"2725","Lepilemur ruficaudatus","Dipetalonema petteri","Lepilemur ruficaudatus, Dipetalonema petteri"
"2726","Lepilemur ruficaudatus","Haemaphysalis lemuris","Lepilemur ruficaudatus, Haemaphysalis lemuris"
"2727","Lepilemur ruficaudatus","Lemuralges intermedius","Lepilemur ruficaudatus, Lemuralges intermedius"
"2728","Lepilemur ruficaudatus","Lemuricola inglisi","Lepilemur ruficaudatus, Lemuricola inglisi"
"2729","Lepilemur ruficaudatus","Pararhabdonema longistriata","Lepilemur ruficaudatus, Pararhabdonema longistriata"
"2730","Lepilemur ruficaudatus","Paulianfilaria pauliana","Lepilemur ruficaudatus, Paulianfilaria pauliana"
"2731","Leptailurus serval","Haemaphysalis moreli","Leptailurus serval, Haemaphysalis moreli"
"2732","Leptailurus serval","Trichinella spiralis","Leptailurus serval, Trichinella spiralis"
"2733","Leptonychotes weddellii","Arcanobacterium phocae","Leptonychotes weddellii, Arcanobacterium phocae"
"2734","Leptonychotes weddellii","Psychrobacter phenylpyruvicus","Leptonychotes weddellii, Psychrobacter phenylpyruvicus"
"2735","Leptonychotes weddellii","Varicellovirus Canid alphaherpes virus 1","Leptonychotes weddellii, Varicellovirus Canid alphaherpes virus 1"
"2736","Leptonychotes weddellii","Varicellovirus Felid alphaherpesvirus 1","Leptonychotes weddellii, Varicellovirus Felid alphaherpesvirus 1"
"2737","Leptonychotes weddellii","Varicellovirus Phocid alphaherpes virus 1","Leptonychotes weddellii, Varicellovirus Phocid alphaherpes virus 1"
"2738","Lobodon carcinophaga","Varicellovirus Phocid alphaherpes virus 1","Lobodon carcinophaga, Varicellovirus Phocid alphaherpes virus 1"
"2739","Lontra canadensis","Baschkirovitrema incrassatum","Lontra canadensis, Baschkirovitrema incrassatum"
"2740","Lontra canadensis","Corynosoma strumosum","Lontra canadensis, Corynosoma strumosum"
"2741","Lontra canadensis","Dirofilaria immitis","Lontra canadensis, Dirofilaria immitis"
"2742","Lontra canadensis","Dirofilaria lutrae","Lontra canadensis, Dirofilaria lutrae"
"2743","Lontra canadensis","Euparyphium inermo","Lontra canadensis, Euparyphium inermo"
"2744","Lontra canadensis","Ixodes cookei","Lontra canadensis, Ixodes cookei"
"2745","Lontra canadensis","Leptospira interrogans","Lontra canadensis, Leptospira interrogans"
"2746","Lontra canadensis","Lyssavirus Rabies lyssavirus","Lontra canadensis, Lyssavirus Rabies lyssavirus"
"2747","Lontra canadensis","Morbillivirus Canine distemper virus","Lontra canadensis, Morbillivirus Canine distemper virus"
"2748","Lontra canadensis","Oropsylla arctomys","Lontra canadensis, Oropsylla arctomys"
"2749","Lontra canadensis","Schistocephalus solidus","Lontra canadensis, Schistocephalus solidus"
"2750","Lontra canadensis","Strongyloides lutrae","Lontra canadensis, Strongyloides lutrae"
"2751","Lontra canadensis","Toxoplasma gondii","Lontra canadensis, Toxoplasma gondii"
"2752","Lontra longicaudis","Amblyomma ovale","Lontra longicaudis, Amblyomma ovale"
"2753","Lophocebus albigena","Alphavirus Semliki forest virus","Lophocebus albigena, Alphavirus Semliki forest virus"
"2754","Lophocebus albigena","Chilomastix mesnili","Lophocebus albigena, Chilomastix mesnili"
"2755","Lophocebus albigena","Dientamoeba fragilis","Lophocebus albigena, Dientamoeba fragilis"
"2756","Lophocebus albigena","Endolimax nana","Lophocebus albigena, Endolimax nana"
"2757","Lophocebus albigena","Entamoeba coli","Lophocebus albigena, Entamoeba coli"
"2758","Lophocebus albigena","Entamoeba hartmanni","Lophocebus albigena, Entamoeba hartmanni"
"2759","Lophocebus albigena","Entamoeba histolytica","Lophocebus albigena, Entamoeba histolytica"
"2760","Lophocebus albigena","Giardia intestinalis","Lophocebus albigena, Giardia intestinalis"
"2761","Lophocebus albigena","Iodamoeba butschlii","Lophocebus albigena, Iodamoeba butschlii"
"2762","Lophocebus albigena","Ixodes rasus","Lophocebus albigena, Ixodes rasus"
"2763","Lophocebus albigena","Lentivirus Simian immunodeficiency virus","Lophocebus albigena, Lentivirus Simian immunodeficiency virus"
"2764","Lophocebus albigena","Plasmodium georgesi","Lophocebus albigena, Plasmodium georgesi"
"2765","Lophocebus albigena","Plasmodium gonderi","Lophocebus albigena, Plasmodium gonderi"
"2766","Lophocebus albigena","Plasmodium petersi","Lophocebus albigena, Plasmodium petersi"
"2767","Lophocebus albigena","Retortamonas intestinalis","Lophocebus albigena, Retortamonas intestinalis"
"2768","Lophocebus albigena","Staphylococcus aureus","Lophocebus albigena, Staphylococcus aureus"
"2769","Lophocebus aterrimus","Babesia pitheci","Lophocebus aterrimus, Babesia pitheci"
"2770","Lophocebus aterrimus","Hepatocystis kochi","Lophocebus aterrimus, Hepatocystis kochi"
"2771","Lophocebus aterrimus","Plasmodium gonderi","Lophocebus aterrimus, Plasmodium gonderi"
"2772","Lutra lutra","Acanthocephalus anguillae","Lutra lutra, Acanthocephalus anguillae"
"2773","Lutra lutra","Acanthocephalus ranae","Lutra lutra, Acanthocephalus ranae"
"2774","Lutra lutra","Acinetobacter lwoffii","Lutra lutra, Acinetobacter lwoffii"
"2775","Lutra lutra","Aerococcus viridans","Lutra lutra, Aerococcus viridans"
"2776","Lutra lutra","Agrobacterium tumefaciens","Lutra lutra, Agrobacterium tumefaciens"
"2777","Lutra lutra","Alaria alata","Lutra lutra, Alaria alata"
"2778","Lutra lutra","Anisakis simplex","Lutra lutra, Anisakis simplex"
"2779","Lutra lutra","Aonchotheca putorii","Lutra lutra, Aonchotheca putorii"
"2780","Lutra lutra","Apophallus donicus","Lutra lutra, Apophallus donicus"
"2781","Lutra lutra","Burkholderia cepacia","Lutra lutra, Burkholderia cepacia"
"2782","Lutra lutra","Buttiauxella agrestis","Lutra lutra, Buttiauxella agrestis"
"2783","Lutra lutra","Capillaria mucronata","Lutra lutra, Capillaria mucronata"
"2784","Lutra lutra","Capillaria putorii","Lutra lutra, Capillaria putorii"
"2785","Lutra lutra","Chrysosporium parvum","Lutra lutra, Chrysosporium parvum"
"2786","Lutra lutra","Corynosoma strumosum","Lutra lutra, Corynosoma strumosum"
"2787","Lutra lutra","Crenosoma vulpis","Lutra lutra, Crenosoma vulpis"
"2788","Lutra lutra","Diphyllobothrium medium","Lutra lutra, Diphyllobothrium medium"
"2789","Lutra lutra","Dirofilaria immitis","Lutra lutra, Dirofilaria immitis"
"2790","Lutra lutra","Emmonsia crescens","Lutra lutra, Emmonsia crescens"
"2791","Lutra lutra","Empedobacter brevis","Lutra lutra, Empedobacter brevis"
"2792","Lutra lutra","Encephalitozoon cuniculi","Lutra lutra, Encephalitozoon cuniculi"
"2793","Lutra lutra","Eucoleus schvalovoj","Lutra lutra, Eucoleus schvalovoj"
"2794","Lutra lutra","Euparyphium melis","Lutra lutra, Euparyphium melis"
"2795","Lutra lutra","Fasciola hepatica","Lutra lutra, Fasciola hepatica"
"2796","Lutra lutra","Hafnia alvei","Lutra lutra, Hafnia alvei"
"2797","Lutra lutra","Isospora lutrae","Lutra lutra, Isospora lutrae"
"2798","Lutra lutra","Isthmiophora melis","Lutra lutra, Isthmiophora melis"
"2799","Lutra lutra","Ixodes hexagonus","Lutra lutra, Ixodes hexagonus"
"2800","Lutra lutra","Mannheimia haemolytica","Lutra lutra, Mannheimia haemolytica"
"2801","Lutra lutra","Mesocestoides lineatus","Lutra lutra, Mesocestoides lineatus"
"2802","Lutra lutra","Metorchis albidus","Lutra lutra, Metorchis albidus"
"2803","Lutra lutra","Metorchis bilis","Lutra lutra, Metorchis bilis"
"2804","Lutra lutra","Morganella morganii","Lutra lutra, Morganella morganii"
"2805","Lutra lutra","Opisthorchis felineus","Lutra lutra, Opisthorchis felineus"
"2806","Lutra lutra","Paenibacillus alvei","Lutra lutra, Paenibacillus alvei"
"2807","Lutra lutra","Plesiomonas shigelloides","Lutra lutra, Plesiomonas shigelloides"
"2808","Lutra lutra","Pomphorhynchus laevis","Lutra lutra, Pomphorhynchus laevis"
"2809","Lutra lutra","Propionibacterium avidum","Lutra lutra, Propionibacterium avidum"
"2810","Lutra lutra","Pseudamphistomum truncatum","Lutra lutra, Pseudamphistomum truncatum"
"2811","Lutra lutra","Pseudomonas luteola","Lutra lutra, Pseudomonas luteola"
"2812","Lutra lutra","Pseudoterranova decipiens","Lutra lutra, Pseudoterranova decipiens"
"2813","Lutra lutra","Rahnella aquatilis","Lutra lutra, Rahnella aquatilis"
"2814","Lutra lutra","Skrjabingylus nasicola","Lutra lutra, Skrjabingylus nasicola"
"2815","Lutra lutra","Spirometra erinaceieuropaei","Lutra lutra, Spirometra erinaceieuropaei"
"2816","Lutra lutra","Staphylococcus simulans","Lutra lutra, Staphylococcus simulans"
"2817","Lutra lutra","Streptococcus dysgalactiae","Lutra lutra, Streptococcus dysgalactiae"
"2818","Lutra lutra","Streptococcus porcinus","Lutra lutra, Streptococcus porcinus"
"2819","Lutra lutra","Strongyloides lutrae","Lutra lutra, Strongyloides lutrae"
"2820","Lutra lutra","Strongyloides martis","Lutra lutra, Strongyloides martis"
"2821","Lutra lutra","Toxoplasma gondii","Lutra lutra, Toxoplasma gondii"
"2822","Lutra lutra","Trichinella spiralis","Lutra lutra, Trichinella spiralis"
"2823","Lutra lutra","Vagococcus lutrae","Lutra lutra, Vagococcus lutrae"
"2824","Lutra lutra","Yersinia pseudotuberculosis","Lutra lutra, Yersinia pseudotuberculosis"
"2825","Lutra lutra","Yokenella regensburgei","Lutra lutra, Yokenella regensburgei"
"2826","Lycalopex culpaeus","Dipylidium caninum","Lycalopex culpaeus, Dipylidium caninum"
"2827","Lycalopex culpaeus","Mesocestoides lineatus","Lycalopex culpaeus, Mesocestoides lineatus"
"2828","Lycalopex culpaeus","Oncicola canis","Lycalopex culpaeus, Oncicola canis"
"2829","Lycalopex culpaeus","Protoparvovirus Carnivore protoparvovirus 1","Lycalopex culpaeus, Protoparvovirus Carnivore protoparvovirus 1"
"2830","Lycalopex culpaeus","Taenia hydatigena","Lycalopex culpaeus, Taenia hydatigena"
"2831","Lycalopex culpaeus","Taenia multiceps","Lycalopex culpaeus, Taenia multiceps"
"2832","Lycalopex culpaeus","Unicinaria stenocephala","Lycalopex culpaeus, Unicinaria stenocephala"
"2833","Lycalopex fulvipes","Trichodectes canis","Lycalopex fulvipes, Trichodectes canis"
"2834","Lycalopex griseus","Mastadenovirus Canine mastadenovirus A","Lycalopex griseus, Mastadenovirus Canine mastadenovirus A"
"2835","Lycalopex griseus","Morbillivirus Canine distemper virus","Lycalopex griseus, Morbillivirus Canine distemper virus"
"2836","Lycalopex griseus","Protoparvovirus Carnivore protoparvovirus 1","Lycalopex griseus, Protoparvovirus Carnivore protoparvovirus 1"
"2837","Lycalopex gymnocercus","Leptospira interrogans","Lycalopex gymnocercus, Leptospira interrogans"
"2838","Lycalopex gymnocercus","Morbillivirus Canine distemper virus","Lycalopex gymnocercus, Morbillivirus Canine distemper virus"
"2839","Lycalopex gymnocercus","Neospora caninum","Lycalopex gymnocercus, Neospora caninum"
"2840","Lycalopex gymnocercus","Protoparvovirus Carnivore protoparvovirus 1","Lycalopex gymnocercus, Protoparvovirus Carnivore protoparvovirus 1"
"2841","Lycalopex gymnocercus","Sarcoptes scabiei","Lycalopex gymnocercus, Sarcoptes scabiei"
"2842","Lycalopex gymnocercus","Toxoplasma gondii","Lycalopex gymnocercus, Toxoplasma gondii"
"2843","Lycalopex vetulus","Amblyomma cajennense","Lycalopex vetulus, Amblyomma cajennense"
"2844","Lycalopex vetulus","Amblyomma tigrinum","Lycalopex vetulus, Amblyomma tigrinum"
"2845","Lycalopex vetulus","Amblyomma triste","Lycalopex vetulus, Amblyomma triste"
"2846","Lycalopex vetulus","Angiostrongylus vasorum","Lycalopex vetulus, Angiostrongylus vasorum"
"2847","Lycalopex vetulus","Lyssavirus Rabies lyssavirus","Lycalopex vetulus, Lyssavirus Rabies lyssavirus"
"2848","Lycalopex vetulus","Rhipicephalus sanguineus","Lycalopex vetulus, Rhipicephalus sanguineus"
"2849","Lycaon pictus","Alphacoronavirus Alphacoronavirus 1","Lycaon pictus, Alphacoronavirus Alphacoronavirus 1"
"2850","Lycaon pictus","Ancylostoma caninum","Lycaon pictus, Ancylostoma caninum"
"2851","Lycaon pictus","Babesia rossi","Lycaon pictus, Babesia rossi"
"2852","Lycaon pictus","Bacillus anthracis","Lycaon pictus, Bacillus anthracis"
"2853","Lycaon pictus","Canine parainfluenza virus","Lycaon pictus, Canine parainfluenza virus"
"2854","Lycaon pictus","Lyssavirus Rabies lyssavirus","Lycaon pictus, Lyssavirus Rabies lyssavirus"
"2855","Lycaon pictus","Mastadenovirus Canine mastadenovirus A","Lycaon pictus, Mastadenovirus Canine mastadenovirus A"
"2856","Lycaon pictus","Morbillivirus Canine distemper virus","Lycaon pictus, Morbillivirus Canine distemper virus"
"2857","Lycaon pictus","Orthoreovirus Mammalian orthoreovirus","Lycaon pictus, Orthoreovirus Mammalian orthoreovirus"
"2858","Lycaon pictus","Protoparvovirus Carnivore protoparvovirus 1","Lycaon pictus, Protoparvovirus Carnivore protoparvovirus 1"
"2859","Lynx canadensis","Alaria marcianae","Lynx canadensis, Alaria marcianae"
"2860","Lynx canadensis","Alphacoronavirus Alphacoronavirus 1","Lynx canadensis, Alphacoronavirus Alphacoronavirus 1"
"2861","Lynx canadensis","Ancylostoma caninum","Lynx canadensis, Ancylostoma caninum"
"2862","Lynx canadensis","Capillaria aerophila","Lynx canadensis, Capillaria aerophila"
"2863","Lynx canadensis","Cylicospirura felineus","Lynx canadensis, Cylicospirura felineus"
"2864","Lynx canadensis","Francisella tularensis","Lynx canadensis, Francisella tularensis"
"2865","Lynx canadensis","Morbillivirus Canine distemper virus","Lynx canadensis, Morbillivirus Canine distemper virus"
"2866","Lynx canadensis","Physaloptera rara","Lynx canadensis, Physaloptera rara"
"2867","Lynx canadensis","Protoparvovirus Carnivore protoparvovirus 1","Lynx canadensis, Protoparvovirus Carnivore protoparvovirus 1"
"2868","Lynx canadensis","Taenia laticollis","Lynx canadensis, Taenia laticollis"
"2869","Lynx canadensis","Taenia pisiformis","Lynx canadensis, Taenia pisiformis"
