"","HostName","ParName","HostParPair"
"290","Ammotragus lervia","Chlamydophila abortus","Ammotragus lervia, Chlamydophila abortus"
"291","Ammotragus lervia","Macavirus Alcelaphine gammaherpesvirus 1","Ammotragus lervia, Macavirus Alcelaphine gammaherpesvirus 1"
"292","Ammotragus lervia","Neospora caninum","Ammotragus lervia, Neospora caninum"
"293","Antidorcas marsupialis","Agriostomum equidentatum","Antidorcas marsupialis, Agriostomum equidentatum"
"294","Antidorcas marsupialis","Amblyomma hebraeum","Antidorcas marsupialis, Amblyomma hebraeum"
"295","Antidorcas marsupialis","Amblyomma marmoreum","Antidorcas marsupialis, Amblyomma marmoreum"
"296","Antidorcas marsupialis","Bacillus anthracis","Antidorcas marsupialis, Bacillus anthracis"
"297","Antidorcas marsupialis","Bronchonema magna","Antidorcas marsupialis, Bronchonema magna"
"298","Antidorcas marsupialis","Cooperia rotundispiculum","Antidorcas marsupialis, Cooperia rotundispiculum"
"299","Antidorcas marsupialis","Cooperioides antidorca","Antidorcas marsupialis, Cooperioides antidorca"
"300","Antidorcas marsupialis","Damalinia antidorcus","Antidorcas marsupialis, Damalinia antidorcus"
"301","Antidorcas marsupialis","Haemonchus bedfordi","Antidorcas marsupialis, Haemonchus bedfordi"
"302","Antidorcas marsupialis","Haemonchus contortus","Antidorcas marsupialis, Haemonchus contortus"
"303","Antidorcas marsupialis","Hippobosca rufipes","Antidorcas marsupialis, Hippobosca rufipes"
"304","Antidorcas marsupialis","Hyalomma marginatum","Antidorcas marsupialis, Hyalomma marginatum"
"305","Antidorcas marsupialis","Hyalomma truncatum","Antidorcas marsupialis, Hyalomma truncatum"
"306","Antidorcas marsupialis","Impalaia nudicollis","Antidorcas marsupialis, Impalaia nudicollis"
"307","Antidorcas marsupialis","Ixodes rubicundus","Antidorcas marsupialis, Ixodes rubicundus"
"308","Antidorcas marsupialis","Linognathus antidorcitis","Antidorcas marsupialis, Linognathus antidorcitis"
"309","Antidorcas marsupialis","Linognathus armatus","Antidorcas marsupialis, Linognathus armatus"
"310","Antidorcas marsupialis","Linognathus bedfordi","Antidorcas marsupialis, Linognathus bedfordi"
"311","Antidorcas marsupialis","Linognathus digitalis","Antidorcas marsupialis, Linognathus digitalis"
"312","Antidorcas marsupialis","Linognathus euchore","Antidorcas marsupialis, Linognathus euchore"
"313","Antidorcas marsupialis","Lipoptena sepiacea","Antidorcas marsupialis, Lipoptena sepiacea"
"314","Antidorcas marsupialis","Longistrongylus albifrontis","Antidorcas marsupialis, Longistrongylus albifrontis"
"315","Antidorcas marsupialis","Longistrongylus curvispiculum","Antidorcas marsupialis, Longistrongylus curvispiculum"
"316","Antidorcas marsupialis","Longistrongylus namaquensis","Antidorcas marsupialis, Longistrongylus namaquensis"
"317","Antidorcas marsupialis","Longistrongylus sabie","Antidorcas marsupialis, Longistrongylus sabie"
"318","Antidorcas marsupialis","Nairovirus Crimean-Congo hemorrhagic fever nairovirus","Antidorcas marsupialis, Nairovirus Crimean-Congo hemorrhagic fever nairovirus"
"319","Antidorcas marsupialis","Nematodirus spathiger","Antidorcas marsupialis, Nematodirus spathiger"
"320","Antidorcas marsupialis","Oesophagostomum africanum","Antidorcas marsupialis, Oesophagostomum africanum"
"321","Antidorcas marsupialis","Ostertagia ostertagi","Antidorcas marsupialis, Ostertagia ostertagi"
"322","Antidorcas marsupialis","Paracooperia serrata","Antidorcas marsupialis, Paracooperia serrata"
"323","Antidorcas marsupialis","Rhinoestrus antidorcitis","Antidorcas marsupialis, Rhinoestrus antidorcitis"
"324","Antidorcas marsupialis","Rhinoestrus vanzyli","Antidorcas marsupialis, Rhinoestrus vanzyli"
"325","Antidorcas marsupialis","Rhipicephalus decoloratus","Antidorcas marsupialis, Rhipicephalus decoloratus"
"326","Antidorcas marsupialis","Rhipicephalus evertsi","Antidorcas marsupialis, Rhipicephalus evertsi"
"327","Antidorcas marsupialis","Rhipicephalus exophthalmos","Antidorcas marsupialis, Rhipicephalus exophthalmos"
"328","Antidorcas marsupialis","Rhipicephalus glabroscutatum","Antidorcas marsupialis, Rhipicephalus glabroscutatum"
"329","Antidorcas marsupialis","Rhipicephalus neumanni","Antidorcas marsupialis, Rhipicephalus neumanni"
"330","Antidorcas marsupialis","Sarcocystis gazellae","Antidorcas marsupialis, Sarcocystis gazellae"
"331","Antidorcas marsupialis","Sarcocystis woodhousei","Antidorcas marsupialis, Sarcocystis woodhousei"
"332","Antidorcas marsupialis","Teladorsagia hamata","Antidorcas marsupialis, Teladorsagia hamata"
"333","Antidorcas marsupialis","Trichostrongylus colubriformis","Antidorcas marsupialis, Trichostrongylus colubriformis"
"334","Antidorcas marsupialis","Trichostrongylus deflexus","Antidorcas marsupialis, Trichostrongylus deflexus"
"335","Antidorcas marsupialis","Trichostrongylus falculatus","Antidorcas marsupialis, Trichostrongylus falculatus"
"336","Antidorcas marsupialis","Trichostrongylus minor","Antidorcas marsupialis, Trichostrongylus minor"
"337","Antilocapra americana","Chlamydia psittaci","Antilocapra americana, Chlamydia psittaci"
"338","Antilocapra americana","Macavirus Alcelaphine gammaherpesvirus 1","Antilocapra americana, Macavirus Alcelaphine gammaherpesvirus 1"
"339","Antilocapra americana","Mannheimia haemolytica","Antilocapra americana, Mannheimia haemolytica"
"340","Antilocapra americana","Orbivirus Bluetongue virus","Antilocapra americana, Orbivirus Bluetongue virus"
"341","Antilocapra americana","Orbivirus Epizootic hemorrhagic disease virus","Antilocapra americana, Orbivirus Epizootic hemorrhagic disease virus"
"342","Antilocapra americana","Pasteurella multocida","Antilocapra americana, Pasteurella multocida"
"343","Antilocapra americana","Pestivirus Bovine viral diarrhea virus 1","Antilocapra americana, Pestivirus Bovine viral diarrhea virus 1"
"344","Antilocapra americana","Pneumovirus Bovine respiratory syncytial virus","Antilocapra americana, Pneumovirus Bovine respiratory syncytial virus"
"345","Antilocapra americana","Respirovirus Bovine parainfluenza virus 3","Antilocapra americana, Respirovirus Bovine parainfluenza virus 3"
"346","Antilocapra americana","Respirovirus Human parainfluenza virus 3","Antilocapra americana, Respirovirus Human parainfluenza virus 3"
"347","Antilocapra americana","Toxascaris leonina","Antilocapra americana, Toxascaris leonina"
"348","Antilocapra americana","Toxoplasma gondii","Antilocapra americana, Toxoplasma gondii"
"349","Antilocapra americana","Varicellovirus Bovine alphaherpesvirus 1","Antilocapra americana, Varicellovirus Bovine alphaherpesvirus 1"
"350","Antilocapra americana","Vesiculovirus New Jersey vesiculovirus","Antilocapra americana, Vesiculovirus New Jersey vesiculovirus"
"351","Antilope cervicapra","Amblyomma americanum","Antilope cervicapra, Amblyomma americanum"
"352","Antilope cervicapra","Damalinia balanicus","Antilope cervicapra, Damalinia balanicus"
"353","Antilope cervicapra","Damalinia cornutus","Antilope cervicapra, Damalinia cornutus"
"354","Antilope cervicapra","Dermacentor albipictus","Antilope cervicapra, Dermacentor albipictus"
"355","Antilope cervicapra","Haemaphysalis leporispalustris","Antilope cervicapra, Haemaphysalis leporispalustris"
"356","Antilope cervicapra","Linognathus cervicaprae","Antilope cervicapra, Linognathus cervicaprae"
"357","Antilope cervicapra","Linognathus pithodes","Antilope cervicapra, Linognathus pithodes"
"358","Antilope cervicapra","Lipoptena mazamae","Antilope cervicapra, Lipoptena mazamae"
"359","Antilope cervicapra","Mycobacterium tuberculosis","Antilope cervicapra, Mycobacterium tuberculosis"
"360","Antilope cervicapra","Psoroptes cuniculi","Antilope cervicapra, Psoroptes cuniculi"
"361","Aotus azarae","Tetragynopus aotophilus","Aotus azarae, Tetragynopus aotophilus"
"362","Aotus azarae","Trypanosoma cruzi","Aotus azarae, Trypanosoma cruzi"
"363","Aotus azarae","Trypanosoma minasense","Aotus azarae, Trypanosoma minasense"
"364","Aotus nancymaae","Aototrema dorsogenitalis","Aotus nancymaae, Aototrema dorsogenitalis"
"365","Aotus nancymaae","Athesmia heterolecithodes","Aotus nancymaae, Athesmia heterolecithodes"
"366","Aotus nancymaae","Dipetalonema gracile","Aotus nancymaae, Dipetalonema gracile"
"367","Aotus nancymaae","Hymenolepis diminuta","Aotus nancymaae, Hymenolepis diminuta"
"368","Aotus nancymaae","Phaneropsolus orbicularis","Aotus nancymaae, Phaneropsolus orbicularis"
"369","Aotus nancymaae","Primasubulura jacchi","Aotus nancymaae, Primasubulura jacchi"
"370","Aotus nancymaae","Prosthenorchis elegans","Aotus nancymaae, Prosthenorchis elegans"
"371","Aotus nancymaae","Trypanoxyuris microon","Aotus nancymaae, Trypanoxyuris microon"
"372","Aotus trivirgatus","Alouattamyia baeri","Aotus trivirgatus, Alouattamyia baeri"
"373","Aotus trivirgatus","Dipetalonema barbascalensis","Aotus trivirgatus, Dipetalonema barbascalensis"
"374","Aotus trivirgatus","Dipetalonema gracile","Aotus trivirgatus, Dipetalonema gracile"
"375","Aotus trivirgatus","Flavivirus Yellow fever virus","Aotus trivirgatus, Flavivirus Yellow fever virus"
"376","Aotus trivirgatus","Hepatovirus Hepatovirus A","Aotus trivirgatus, Hepatovirus Hepatovirus A"
"377","Aotus trivirgatus","Mansonella marmosetae","Aotus trivirgatus, Mansonella marmosetae"
"378","Aotus trivirgatus","Salmonella enterica","Aotus trivirgatus, Salmonella enterica"
"379","Aotus trivirgatus","Trypanosoma minasense","Aotus trivirgatus, Trypanosoma minasense"
"380","Aotus trivirgatus","Trypanoxyuris microon","Aotus trivirgatus, Trypanoxyuris microon"
"381","Aotus vociferans","Hymenolepis diminuta","Aotus vociferans, Hymenolepis diminuta"
"382","Aotus vociferans","Iodamoeba butschlii","Aotus vociferans, Iodamoeba butschlii"
"383","Aotus vociferans","Plasmodium brasilianum","Aotus vociferans, Plasmodium brasilianum"
"384","Aotus vociferans","Schistosoma mansoni","Aotus vociferans, Schistosoma mansoni"
"385","Arctictis binturong","Rhipicephalus haemaphysaloides","Arctictis binturong, Rhipicephalus haemaphysaloides"
"386","Arctocebus calabarensis","Trypanosoma brucei","Arctocebus calabarensis, Trypanosoma brucei"
"387","Arctocebus calabarensis","Trypanosoma congolense","Arctocebus calabarensis, Trypanosoma congolense"
"388","Arctocephalus australis","Contracaecum ogmorhini","Arctocephalus australis, Contracaecum ogmorhini"
"389","Arctocephalus australis","Corynosoma australe","Arctocephalus australis, Corynosoma australe"
"390","Arctocephalus australis","Influenzavirus A Influenza A virus","Arctocephalus australis, Influenzavirus A Influenza A virus"
"391","Arctocephalus australis","Influenzavirus B Influenza B virus","Arctocephalus australis, Influenzavirus B Influenza B virus"
"392","Arctocephalus australis","Mycobacterium bovis","Arctocephalus australis, Mycobacterium bovis"
"393","Arctocephalus australis","Mycobacterium tuberculosis","Arctocephalus australis, Mycobacterium tuberculosis"
"394","Arctocephalus australis","Polymorphus cetaceum","Arctocephalus australis, Polymorphus cetaceum"
"395","Arctocephalus australis","Unicinaria lucasi","Arctocephalus australis, Unicinaria lucasi"
"396","Arctocephalus forsteri","Escherichia coli","Arctocephalus forsteri, Escherichia coli"
"397","Arctocephalus forsteri","Leptospira borgpetersenii","Arctocephalus forsteri, Leptospira borgpetersenii"
"398","Arctocephalus forsteri","Leptospira interrogans","Arctocephalus forsteri, Leptospira interrogans"
"399","Arctocephalus forsteri","Parafilaroides normani","Arctocephalus forsteri, Parafilaroides normani"
"400","Arctocephalus galapagoensis","Orthoreovirus Mammalian orthoreovirus","Arctocephalus galapagoensis, Orthoreovirus Mammalian orthoreovirus"
"401","Arctocephalus gazella","Acinetobacter antiviralis","Arctocephalus gazella, Acinetobacter antiviralis"
"402","Arctocephalus gazella","Aerococcus viridans","Arctocephalus gazella, Aerococcus viridans"
"403","Arctocephalus gazella","Arcanobacterium pyogenes","Arctocephalus gazella, Arcanobacterium pyogenes"
"404","Arctocephalus gazella","Bordetella bronchiseptica","Arctocephalus gazella, Bordetella bronchiseptica"
"405","Arctocephalus gazella","Corynebacterium pseudotuberculosis","Arctocephalus gazella, Corynebacterium pseudotuberculosis"
"406","Arctocephalus gazella","Enterococcus faecalis","Arctocephalus gazella, Enterococcus faecalis"
"407","Arctocephalus gazella","Escherichia coli","Arctocephalus gazella, Escherichia coli"
"408","Arctocephalus gazella","Gemella haemolysans","Arctocephalus gazella, Gemella haemolysans"
"409","Arctocephalus gazella","Gemella morbillorum","Arctocephalus gazella, Gemella morbillorum"
"410","Arctocephalus gazella","Kingella kingae","Arctocephalus gazella, Kingella kingae"
"411","Arctocephalus gazella","Moraxella atlantae","Arctocephalus gazella, Moraxella atlantae"
"412","Arctocephalus gazella","Moraxella catarrhalis","Arctocephalus gazella, Moraxella catarrhalis"
"413","Arctocephalus gazella","Moraxella osloensis","Arctocephalus gazella, Moraxella osloensis"
"414","Arctocephalus gazella","Moraxella phenylpyruvicus","Arctocephalus gazella, Moraxella phenylpyruvicus"
"415","Arctocephalus gazella","Neisseria elongata","Arctocephalus gazella, Neisseria elongata"
"416","Arctocephalus gazella","Neisseria pharyngis","Arctocephalus gazella, Neisseria pharyngis"
"417","Arctocephalus gazella","Nocardia asteroides","Arctocephalus gazella, Nocardia asteroides"
"418","Arctocephalus gazella","Photobacterium damselae","Arctocephalus gazella, Photobacterium damselae"
"419","Arctocephalus gazella","Pseudomonas alcaligenes","Arctocephalus gazella, Pseudomonas alcaligenes"
"420","Arctocephalus gazella","Staphylococcus albus","Arctocephalus gazella, Staphylococcus albus"
"421","Arctocephalus gazella","Staphylococcus aureus","Arctocephalus gazella, Staphylococcus aureus"
"422","Arctocephalus gazella","Streptococcus agalactiae","Arctocephalus gazella, Streptococcus agalactiae"
"423","Arctocephalus gazella","Streptococcus equi","Arctocephalus gazella, Streptococcus equi"
"424","Arctocephalus gazella","Streptococcus equinus","Arctocephalus gazella, Streptococcus equinus"
"425","Arctocephalus gazella","Streptococcus uberis","Arctocephalus gazella, Streptococcus uberis"
"426","Arctocephalus pusillus","Anisakis physeteris","Arctocephalus pusillus, Anisakis physeteris"
"427","Arctocephalus pusillus","Anisakis simplex","Arctocephalus pusillus, Anisakis simplex"
"428","Arctocephalus pusillus","Contracaecum ogmorhini","Arctocephalus pusillus, Contracaecum ogmorhini"
"429","Arctocephalus pusillus","Edwardsiella tarda","Arctocephalus pusillus, Edwardsiella tarda"
"430","Arctocephalus pusillus","Hepatoxylon trichiuri","Arctocephalus pusillus, Hepatoxylon trichiuri"
"431","Arctocephalus pusillus","Mycobacterium tuberculosis","Arctocephalus pusillus, Mycobacterium tuberculosis"
"432","Arctocephalus pusillus","Parafilaroides normani","Arctocephalus pusillus, Parafilaroides normani"
"433","Arctocephalus pusillus","Phyllobothrium delphini","Arctocephalus pusillus, Phyllobothrium delphini"
"434","Arctocephalus pusillus","Streptococcus canis","Arctocephalus pusillus, Streptococcus canis"
"435","Arctocephalus pusillus","Streptococcus equi","Arctocephalus pusillus, Streptococcus equi"
"436","Arctocephalus pusillus","Streptococcus phocae","Arctocephalus pusillus, Streptococcus phocae"
"437","Arctocephalus tropicalis","Anisakis simplex","Arctocephalus tropicalis, Anisakis simplex"
"438","Arctocephalus tropicalis","Contracaecum osculatum","Arctocephalus tropicalis, Contracaecum osculatum"
"439","Arctocephalus tropicalis","Lepas australis","Arctocephalus tropicalis, Lepas australis"
"440","Arctocephalus tropicalis","Monorygma grimaldii","Arctocephalus tropicalis, Monorygma grimaldii"
"441","Arctocephalus tropicalis","Mycobacterium tuberculosis","Arctocephalus tropicalis, Mycobacterium tuberculosis"
"442","Arctocephalus tropicalis","Orthohalarachne diminuata","Arctocephalus tropicalis, Orthohalarachne diminuata"
"443","Arctocephalus tropicalis","Parafilaroides normani","Arctocephalus tropicalis, Parafilaroides normani"
"444","Arctocephalus tropicalis","Phyllobothrium delphini","Arctocephalus tropicalis, Phyllobothrium delphini"
"445","Ateles belzebuth","Trypanosoma cruzi","Ateles belzebuth, Trypanosoma cruzi"
"446","Ateles chamek","Blastocystis hominis","Ateles chamek, Blastocystis hominis"
"447","Ateles chamek","Chilomastix mesnili","Ateles chamek, Chilomastix mesnili"
"448","Ateles chamek","Dipetalonema yatesi","Ateles chamek, Dipetalonema yatesi"
"449","Ateles chamek","Iodamoeba butschlii","Ateles chamek, Iodamoeba butschlii"
"450","Ateles chamek","Trichuris trichiura","Ateles chamek, Trichuris trichiura"
"451","Ateles fusciceps","Ascaris lumbricoides","Ateles fusciceps, Ascaris lumbricoides"
"452","Ateles fusciceps","Dipetalonema gracile","Ateles fusciceps, Dipetalonema gracile"
"453","Ateles fusciceps","Mansonella atelensis","Ateles fusciceps, Mansonella atelensis"
"454","Ateles fusciceps","Mansonella marmosetae","Ateles fusciceps, Mansonella marmosetae"
"455","Ateles fusciceps","Necator americanus","Ateles fusciceps, Necator americanus"
"456","Ateles fusciceps","Plasmodium brasilianum","Ateles fusciceps, Plasmodium brasilianum"
"457","Ateles fusciceps","Protospirura muricola","Ateles fusciceps, Protospirura muricola"
"458","Ateles fusciceps","Trypanosoma cruzi","Ateles fusciceps, Trypanosoma cruzi"
"459","Ateles fusciceps","Trypanosoma minasense","Ateles fusciceps, Trypanosoma minasense"
"460","Ateles geoffroyi","Dipetalonema gracile","Ateles geoffroyi, Dipetalonema gracile"
