hostName,Order.1.2,Family.1.2,Genus.1.2,IUCN.Status.1.2,Mass.g,Group,parasiteName,ParType,ParPhylum,Prevalence,HostsSampled,SamplingType,HostEnvironment,Citation
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Mansonella atelensis,Helminth,Nematoda,NA,NA,Tissue,terrestrial,Webber 1955
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Mansonella marmosetae,Helminth,Nematoda,NA,NA,NA,terrestrial,National Parasite Collection (WWW)
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Mansonella marmosetae,Helminth,Nematoda,NA,NA,Tissue,terrestrial,Webber 1955
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,NA,NA,NA,terrestrial,Garnham 1966
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,NA,NA,NA,terrestrial,Coatney et al 1971
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Strongyloides fuelleborni,Helminth,Nematoda,NA,NA,NA,terrestrial,National Parasite Collection (WWW)
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Trypanosoma cruzi,Protozoa,Euglenozoa,NA,NA,NA,terrestrial,Baker 1972
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Trypanosoma cruzi,Protozoa,Euglenozoa,NA,NA,NA,terrestrial,Hoare 1972
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Trypanosoma minasense,Protozoa,Euglenozoa,NA,NA,NA,terrestrial,Hoare 1972
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Trypanosoma minasense,Protozoa,Euglenozoa,NA,NA,NA,terrestrial,Baker 1972
Ateles_geoffroyi,Primates,Atelidae,Ateles,EN,5284.9,primates,Trypanoxyuris atelophora,Helminth,Nematoda,NA,NA,NA,terrestrial,National Parasite Collection (WWW)
Ateles_hybridus,Primates,Atelidae,Ateles,CR,8675,primates,Trypanoxyuris atelophora,Helminth,Nematoda,NA,NA,NA,terrestrial,National Parasite Collection (WWW)
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Alphavirus Eastern equine encephalitis virus,Virus,RNA virus,0.12,8,Serology,terrestrial,Karesh et al. 1998
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Balantidium coli,Protozoa,Ciliophora,NA,1,Serology,terrestrial,Karesh et al. 1998
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Dipetalonema caudispina,Helminth,Nematoda,NA,NA,Tissue,terrestrial,Bain et al. 1986
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Dipetalonema gracile,Helminth,Nematoda,NA,NA,NA,terrestrial,National Parasite Collection (WWW)
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Dipetalonema gracile,Helminth,Nematoda,NA,1,Serology,terrestrial,Karesh et al. 1998
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Dipetalonema gracile,Helminth,Nematoda,NA,NA,Tissue,terrestrial,Webber 1955
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Dipetalonema gracile,Helminth,Nematoda,NA,NA,Tissue,terrestrial,Webber 1955
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Flavivirus St. Louis encephalitis virus,Virus,RNA virus,0.12,8,Serology,terrestrial,Karesh et al. 1998
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Flavivirus Yellow fever virus,Virus,RNA virus,0.12,8,Serology,terrestrial,Karesh et al. 1998
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Histoplasma capsulatum,Fungus,Ascomycota,0.16,6,Tissue,terrestrial,Naiff et al. 1996
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Histoplasma capsulatum,Fungus,Ascomycota,0.16,6,Tissue,terrestrial,Naiff et al. 1996
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Histoplasma capsulatum,Fungus,Ascomycota,0.16,6,Tissue,terrestrial,Naiff et al. 1996
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Leptospira interrogans,Bacteria,Spirochaetes,0.12,8,Serology,terrestrial,Karesh et al. 1998
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Pediculus mjobergi,Arthropod,Arthropoda,0.12,8,Serology,terrestrial,Karesh et al. 1998
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,0.33,3,Tissue,terrestrial,Deane et al. 1969
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,0.25,32,Tissue,terrestrial,Deane et al. 1969
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,0.5,2,Tissue,terrestrial,Lourenco and Deane 1995
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,NA,NA,NA,terrestrial,Garnham 1966
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,0.286,7,NA,terrestrial,Deane et al. 1989
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,0.28,7,Tissue,terrestrial,Lourenco and Deane 1995
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,NA,NA,NA,terrestrial,Coatney et al 1971
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Plasmodium brasilianum,Protozoa,Apicomplexa,0.21,101,Tissue,terrestrial,Davies et al. 1991
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Trypanosoma advieri,Protozoa,Euglenozoa,NA,NA,NA,terrestrial,Hoare 1972
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Trypanosoma cruzi,Protozoa,Euglenozoa,NA,NA,NA,terrestrial,Baker 1972
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Trypanosoma lesourdi,Protozoa,Euglenozoa,NA,NA,NA,terrestrial,Hoare 1972
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Trypanosoma minasense,Protozoa,Euglenozoa,NA,NA,NA,terrestrial,Baker 1972
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Trypanosoma minasense,Protozoa,Euglenozoa,0.06,32,Tissue,terrestrial,Dunn et al. 1963
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Trypanoxyuris atelis,Helminth,Nematoda,NA,NA,Tissue,terrestrial,Hugot 1999
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Trypanoxyuris atelis,Helminth,Nematoda,NA,1,Tissue,terrestrial,Hugot 1985
Ateles_paniscus,Primates,Atelidae,Ateles,VU,7900.1,primates,Trypanoxyuris atelis,Helminth,Nematoda,NA,NA,Tissue,terrestrial,Hugot and Baylac 1996
Atilax_paludinosus,Carnivora,Herpestidae,Atilax,LC,3300,carnivores,Lyssavirus Rabies lyssavirus,Virus,RNA virus,NA,1,Serology,terrestrial,Sabeta et al. 2007
Avahi_laniger,Primates,Indriidae,Avahi,VU,1300,primates,Enterococcus sp.,Bacteria,Firmicutes,NA,1,Fecal,terrestrial,Junge and Louis 2002
Avahi_laniger,Primates,Indriidae,Avahi,VU,1300,primates,Phthirpediculus avahidis,Arthropod,Arthropoda,NA,NA,NA,terrestrial,Paulian 1960
Avahi_occidentalis,Primates,Indriidae,Avahi,EN,850,primates,Dipetalonema petteri,Helminth,Nematoda,NA,NA,Tissue,terrestrial,Chabaud et al. 1965
Avahi_occidentalis,Primates,Indriidae,Avahi,EN,850,primates,Pararhabdonema longistriata,Helminth,Nematoda,NA,NA,Tissue,terrestrial,Chabaud et al. 1965
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Amblyomma americanum,Arthropod,Arthropoda,0.33,30,NA,terrestrial,Richardson and Demarais 1992
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Capillaria bovis,Helminth,Nematoda,0.2,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Capillaria bovis,Helminth,Nematoda,0.4,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Cooperia punctata,Helminth,Nematoda,0.2,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Cooperia punctata,Helminth,Nematoda,1,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Cooperia punctata,Helminth,Nematoda,0.6,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Cotylophoron indicum,Helminth,Platyhelminthes,1,1,NA,terrestrial,Manna et al 1991
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Cotylophoron indicum,Helminth,Platyhelminthes,1,1,NA,terrestrial,Manna et al 1991
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Dermacentor albipictus,Arthropod,Arthropoda,0.07,30,NA,terrestrial,Richardson and Demarais 1992
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Dermacentor auratus,Arthropod,Arthropoda,NA,NA,NA,terrestrial,Hoogstraal and Wassef 1985a
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Dermacentor auratus,Arthropod,Arthropoda,NA,NA,NA,terrestrial,Hoogstraal and Wassef 1985a
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Dermacentor auratus,Arthropod,Arthropoda,NA,NA,NA,terrestrial,Hoogstraal and Wassef 1985a
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Dermacentor auratus,Arthropod,Arthropoda,NA,NA,NA,terrestrial,Hoogstraal and Wassef 1985a
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Gongylonema pulchrum,Helminth,Nematoda,1,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Gongylonema pulchrum,Helminth,Nematoda,0.2,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Gongylonema pulchrum,Helminth,Nematoda,0.6,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Haemonchus contortus,Helminth,Nematoda,0.1,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Haemonchus contortus,Helminth,Nematoda,0.2,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Haemonchus contortus,Helminth,Nematoda,0.03,30,NA,terrestrial,Richardson and Demarais 1992
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Ixodes scapularis,Arthropod,Arthropoda,0.03,30,NA,terrestrial,Richardson and Demarais 1992
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Lipoptena mazamae,Arthropod,Arthropoda,0.37,30,NA,terrestrial,Richardson and Demarais 1992
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Moniezia benedeni,Helminth,Platyhelminthes,0.1,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Moniezia benedeni,Helminth,Platyhelminthes,0.2,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Oesophagostomum venulosum,Helminth,Nematoda,0.1,30,NA,terrestrial,Richardson and Demarais 1992
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Orbivirus Bluetongue virus,Virus,RNA virus,NA,3,NA,terrestrial,Waldrup et al 1989b
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Orbivirus Epizootic hemorrhagic disease virus,Virus,RNA virus,NA,3,NA,terrestrial,Waldrup et al 1989b
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Orthocoelium scoliocoelium,Helminth,Platyhelminthes,1,1,NA,terrestrial,Manna et al 1991
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Orthocoelium scoliocoelium,Helminth,Platyhelminthes,1,1,NA,terrestrial,Manna et al 1991
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Sarcocystis axicuonis,Protozoa,Apicomplexa,0.381,42,DirectOther,terrestrial,Maithili et al 2005
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Theileria cervi,Protozoa,Apicomplexa,0.66,3,NA,terrestrial,Waldrup et al 1989b
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Trichostrongylus axei,Helminth,Nematoda,0.3,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Trichostrongylus axei,Helminth,Nematoda,0.6,10,NA,terrestrial,McKenzie and Davidson 1989
Axis_axis,Cetartiodactyla,Cervidae,Axis,LC,66172.8,ungulates,Trypanosoma evansi,Protozoa,Euglenozoa,0.29,77,NA,terrestrial,Singh 1998
Axis_porcinus,Cetartiodactyla,Cervidae,Axis,EN,34127.8,ungulates,Dermacentor auratus,Arthropod,Arthropoda,NA,NA,NA,terrestrial,Hoogstraal and Wassef 1985a
Axis_porcinus,Cetartiodactyla,Cervidae,Axis,EN,34127.8,ungulates,Trypanosoma evansi,Protozoa,Euglenozoa,NA,7,Serology,terrestrial,Tuntasuvan et al 2000
Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus,LC,1129.5,carnivores,Lyssavirus Rabies lyssavirus,Virus,RNA virus,0.222,9,Serology,terrestrial,Suzan and Ceballos 2005
Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus,LC,1129.5,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,1,9,Serology,terrestrial,Suzan and Ceballos 2005
Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus,LC,1129.5,carnivores,Protoparvovirus Carnivore protoparvovirus 1,Virus,DNA virus,1,11,Serology,terrestrial,Suzan and Ceballos 2005
Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus,LC,1129.5,carnivores,Taenia pencei,Helminth,Platyhelminthes,NA,NA,DirectOther,terrestrial,Rausch 2003
Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus,LC,1129.5,carnivores,Toxoplasma gondii,Protozoa,Apicomplexa,0.222,9,Serology,terrestrial,Suzan and Ceballos 2005
Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus,LC,1129.5,carnivores,Toxoplasma gondii,Protozoa,Apicomplexa,0.182,11,Serology,terrestrial,Suzan and Ceballos 2005
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Anaplasma marginale,Bacteria,Proteobacteria,0.1,76,Serology,terrestrial,Taylor et al 1997
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Bacillus anthracis,Bacteria,Firmicutes,NA,NA,NA,terrestrial,Dragon et al 2001
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Bacillus anthracis,Bacteria,Firmicutes,1,8,NA,terrestrial,Gates et al 1995
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella abortus,Bacteria,Proteobacteria,0.92,38,NA,terrestrial,Gall et al 2000
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella abortus,Bacteria,Proteobacteria,0.309,346,Serology,terrestrial,Joly and Messier 2004b
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella abortus,Bacteria,Proteobacteria,0.75,37,Serology,terrestrial,Roffe et al 1999
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella abortus,Bacteria,Proteobacteria,0.77,37,Serology,terrestrial,Roffe et al 1999
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella abortus,Bacteria,Proteobacteria,0.5,37,Serology,terrestrial,Roffe et al 1999
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella abortus,Bacteria,Proteobacteria,0.75,37,Serology,terrestrial,Roffe et al 1999
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella melitensis,Bacteria,Proteobacteria,1,1,NA,terrestrial,Rhyan et al 1994
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella melitensis,Bacteria,Proteobacteria,1,1,NA,terrestrial,Rhyan et al 1994
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella melitensis,Bacteria,Proteobacteria,0.74,35,Serology,terrestrial,Rhyan et al 2001
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella melitensis,Bacteria,Proteobacteria,0.66,16,Serology,terrestrial,Williams et al 1993
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella melitensis,Bacteria,Proteobacteria,0.5,16,Serology,terrestrial,Williams et al 1993
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella melitensis,Bacteria,Proteobacteria,0.68,16,Serology,terrestrial,Williams et al 1993
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella melitensis,Bacteria,Proteobacteria,0.73,19,Serology,terrestrial,Williams et al 1993
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Brucella melitensis,Bacteria,Proteobacteria,1,16,Serology,terrestrial,Williams et al 1993
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Coxiella burnetii,Bacteria,Proteobacteria,0.00365,274,Serology,terrestrial,Zarnke and Erickson 1990
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Dermacentor albipictus,Arthropod,Arthropoda,0.88,9,NA,terrestrial,Mooring and Samuel 1998
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Eimeria auburnensis,Protozoa,Apicomplexa,0.02,36,NA,terrestrial,Penzhorn et al 1994
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Eimeria bovis,Protozoa,Apicomplexa,0.13,36,NA,terrestrial,Penzhorn et al 1994
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Eimeria bovis,Protozoa,Apicomplexa,0.08,36,NA,terrestrial,Penzhorn et al 1994
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Eimeria zuernii,Protozoa,Apicomplexa,0.05,36,NA,terrestrial,Penzhorn et al 1994
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Enterococcus casseliflavus,Bacteria,Firmicutes,0.624,35,DirectFecal,terrestrial,Anderson et al. 2008
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Enterococcus faecalis,Bacteria,Firmicutes,0.16,35,DirectFecal,terrestrial,Anderson et al. 2008
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Enterococcus faecium,Bacteria,Firmicutes,0.024,35,DirectFecal,terrestrial,Anderson et al. 2008
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Enterococcus hirae,Bacteria,Firmicutes,0.12,35,DirectFecal,terrestrial,Anderson et al. 2008
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Enterococcus mundtii,Bacteria,Firmicutes,0.008,35,DirectFecal,terrestrial,Anderson et al. 2008
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Fasciola hepatica,Helminth,Platyhelminthes,0.04,51,NA,terrestrial,Van Vuren and Scott 1995
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Klebsiella pneumoniae,Bacteria,Proteobacteria,0.03,63,NA,terrestrial,Davidson et al 1999
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Leptospira interrogans,Bacteria,Spirochaetes,0.0099,101,Serology,terrestrial,Taylor et al 1997
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Leptospira interrogans,Bacteria,Spirochaetes,0.03,101,Serology,terrestrial,Taylor et al 1997
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Leptospira interrogans,Bacteria,Spirochaetes,0.06,101,Serology,terrestrial,Taylor et al 1997
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Leptospira interrogans,Bacteria,Spirochaetes,0.0099,101,Serology,terrestrial,Taylor et al 1997
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Leptospira interrogans,Bacteria,Spirochaetes,0.06,101,Serology,terrestrial,Taylor et al 1997
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Leptospira interrogans,Bacteria,Spirochaetes,0.04,306,Serology,terrestrial,Zarnke and Erickson 1990
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Macavirus Alcelaphine gammaherpesvirus 1,Virus,DNA virus,0.02,103,Serology,terrestrial,Li et al 1996
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Macavirus Alcelaphine gammaherpesvirus 1,Virus,DNA virus,0.462,13,PCR,terrestrial,Li et al 2005
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Macavirus Alcelaphine gammaherpesvirus 1,Virus,DNA virus,0.17,197,Serology,terrestrial,Zarnke et al 2002
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Mannheimia haemolytica,Bacteria,Proteobacteria,0.04,45,NA,terrestrial,Taylor et al 1996a
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Mannheimia haemolytica,Bacteria,Proteobacteria,0.04,45,NA,terrestrial,Taylor et al 1996a
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Mannheimia haemolytica,Bacteria,Proteobacteria,0.13,45,NA,terrestrial,Taylor et al 1996a
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Moraxella bovis,Bacteria,Proteobacteria,0.04,63,NA,terrestrial,Davidson et al 1999
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Mycobacterium avium,Bacteria,Actinobacteria,0.031,0,PCR,terrestrial,Sibley et al 2007
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Mycobacterium bovis,Bacteria,Actinobacteria,0.49,342,DirectOther,terrestrial,Joly and Messier 2004b
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Mycobacterium haemophilum,Bacteria,Actinobacteria,1,1,PCR,terrestrial,Jacob et al 2006
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Orbivirus Epizootic hemorrhagic disease virus,Virus,RNA virus,0.0051,392,Serology,terrestrial,Zarnke and Erickson 1990
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Pantoea agglomerans,Bacteria,Proteobacteria,0.03,63,NA,terrestrial,Davidson et al 1999
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Pasteurella multocida,Bacteria,Proteobacteria,0.02,45,NA,terrestrial,Taylor et al 1996a
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Pasteurella multocida,Bacteria,Proteobacteria,NA,163,NA,terrestrial,Tessaro et al 1993
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Pestivirus Bovine viral diarrhea virus 1,Virus,RNA virus,0.3,101,Serology,terrestrial,Taylor et al 1997
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Pestivirus Bovine viral diarrhea virus 1,Virus,RNA virus,0.75,16,Serology,terrestrial,Williams et al 1993
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Pestivirus Bovine viral diarrhea virus 1,Virus,RNA virus,0.01,316,Serology,terrestrial,Zarnke and Erickson 1990
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Pneumovirus Bovine respiratory syncytial virus,Virus,RNA virus,0.3,101,Serology,terrestrial,Taylor et al 1997
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Pneumovirus Bovine respiratory syncytial virus,Virus,RNA virus,0.43,16,Serology,terrestrial,Williams et al 1993
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Proteus mirabilis,Bacteria,Proteobacteria,0.01,63,NA,terrestrial,Davidson et al 1999
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Proteus vulgaris,Bacteria,Proteobacteria,0.01,63,NA,terrestrial,Davidson et al 1999
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,0.36,75,Serology,terrestrial,Taylor et al 1997
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,1,16,Serology,terrestrial,Williams et al 1993
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,1,51,Serology,terrestrial,Zarnke and Erickson 1990
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,1,41,Serology,terrestrial,Zarnke and Erickson 1990
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,1,51,Serology,terrestrial,Zarnke and Erickson 1990
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,1,42,Serology,terrestrial,Zarnke and Erickson 1990
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,0.04,26,Serology,terrestrial,Zarnke and Erickson 1990
Bison_bison,Cetartiodactyla,Bovidae,Bison,NT,579255.3,ungulates,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,0.8,11,Serology,terrestrial,Zarnke and Erickson 1990
